actor,movie_or_TV_name
Rex Holman,The Blue Knight
Rex Holman,The Hindenburg
Rex Holman,S.W.A.T.
Rex Holman,Escape to Witch Mountain
Rex Holman,The Last Day
Rex Holman,When the North Wind Blows
Rex Holman,Gunsmoke
Rex Holman,Chase
Rex Holman,The Rookies
Rex Holman,Kung Fu
Rex Holman,Police Story
Rex Holman,Mod Squad
Rex Holman,The Bounty Man
Rex Holman,When the Legends Die
Rex Holman,The Streets of San Francisco
Rex Holman,Jigsaw
Rex Holman,Napoleon and Samantha
Rex Holman,Mannix
Rex Holman,Bearcats!
Rex Holman,Mission: Impossible
Rex Holman,The Silent Force
Rex Holman,The Virginian
Rex Holman,Lancer
Rex Holman,Cutter's Trail
Rex Holman,Land of the Giants
Rex Holman,Then Came Bronson
Rex Holman,Bracken's World
Rex Holman,The Over-the-Hill Gang
Rex Holman,The Guns of Will Sonnett
Rex Holman,This Savage Land
Rex Holman,The Outcasts
Rex Holman,The Big Valley
Rex Holman,The Wrecking Crew
Rex Holman,Daniel Boone
Rex Holman,Star Trek: The Original Series
Rex Holman,The Legend of Lylah Clare
Rex Holman,The High Chaparral
Rex Holman,Cowboy in Africa
Rex Holman,The Monkees
Rex Holman,Iron Horse
Rex Holman,Stranger on the Run
Rex Holman,Cimarron Strip
Rex Holman,The Cool Ones
Rex Holman,The Man from U.N.C.L.E.
Rex Holman,The Road West
Rex Holman,The Monroes
Rex Holman,Dead Heat on a Merry-Go-Round
Rex Holman,Jericho
Rex Holman,Laredo
Rex Holman,The Legend of Jesse James
Rex Holman,The Oscar
Rex Holman,Death Valley Days
Rex Holman,The F.B.I.
Rex Holman,The Farmer's Daughter
Rex Holman,The Sandpiper
Rex Holman,Rawhide
Rex Holman,Joy in the Morning
Rex Holman,Wagon Train
Rex Holman,The Outlaws Is Coming
Rex Holman,Your Cheatin' Heart
Rex Holman,The Outer Limits
Rex Holman,The Quick Gun
Rex Holman,The Alfred Hitchcock Hour
Rex Holman,Have Gun - Will Travel
Rex Holman,The Rifleman
Rex Holman,Bonanza
Rex Holman,The Dakotas
Rex Holman,Ripcord
Rex Holman,Combat!
Rex Holman,Panic in Year Zero!
Rex Holman,Tales of Wells Fargo
Rex Holman,Alcoa Premiere
Rex Holman,Follow the Sun
Rex Holman,The Choppers
Rex Holman,Ben Casey
Rex Holman,The Twilight Zone
Rex Holman,"20,000 Eyes"
Rex Holman,The Barbara Stanwyck Show
Rex Holman,Lawman
Rex Holman,Laramie
Rex Holman,The Tall Man
Rex Holman,Two Faces West
Rex Holman,Thriller
Rex Holman,One Step Beyond
Rex Holman,Young Jesse James
Rex Holman,The Deputy
Rex Holman,Hotel de Paree
Rex Holman,13 Fighting Men
Rex Holman,Alcoa Theatre
Rex Holman,Goodyear Theatre
Rex Holman,Pony Express
Rex Holman,Overland Trail
Rex Holman,Ma Barker's Killer Brood
Rex Holman,The Millionaire
Meade Martin,Rocky V
Meade Martin,Star Trek: The Original Series
Meade Martin,Ripcord
Meade Martin,Michael Shayne
Meade Martin,Thriller
Meade Martin,Bachelor Father
Meade Martin,As Young as We Are
Meade Martin,Target
Meade Martin,Navy Log
Meade Martin,West Point
James Farley,Mod Squad
James Farley,The Young Lawyers
James Farley,Banning
James Farley,The Fugitive
James Farley,Star Trek: The Original Series
James Farley,The Green Hornet
James Farley,The Swinger
James Farley,Perry Mason
James Farley,The Pigeon That Took Rome
James Farley,The World's Greatest Sinner
Jerry Daniels,The Dream Merchants
Jerry Daniels,The Norseman
Jerry Daniels,Police Story
Jerry Daniels,The Fantastic Journey
Jerry Daniels,Police Woman
Jerry Daniels,Quincy M.E.
Jerry Daniels,The ABC Afternoon Playbreak
Jerry Daniels,Cade's County
Jerry Daniels,The Velvet Vampire
Jerry Daniels,The High Chaparral
Jerry Daniels,The Outcasts
Jerry Daniels,Star Trek: The Original Series
Willard Sage,Banacek
Willard Sage,Cry Rape
Willard Sage,Doc Elliot
Willard Sage,The Rookies
Willard Sage,The Delphi Bureau
Willard Sage,Bonanza
Willard Sage,Dirty Little Billy
Willard Sage,The Sixth Sense
Willard Sage,Emergency!
Willard Sage,Monty Nash
Willard Sage,The Virginian
Willard Sage,A Step Out of Line
Willard Sage,"Scream, Evelyn, Scream!"
Willard Sage,Hogan's Heroes
Willard Sage,The Young Lawyers
Willard Sage,The High Chaparral
Willard Sage,The Young Rebels
Willard Sage,Colossus: The Forbin Project
Willard Sage,Room 222
Willard Sage,Land of the Giants
Willard Sage,Death Valley Days
Willard Sage,Star Trek: The Original Series
Willard Sage,The Outcasts
Kathy Ahart,Star Trek: The Original Series
Willard Sage,The Big Valley
Willard Sage,Iron Horse
Willard Sage,Family Affair
Willard Sage,Hondo
Willard Sage,The Road West
Willard Sage,The Invaders
Willard Sage,Daniel Boone
Willard Sage,Ben Casey
Willard Sage,Branded
Willard Sage,Gunsmoke
Willard Sage,A Man Called Shenandoah
Willard Sage,The Legend of Jesse James
Willard Sage,12 O'Clock High
Willard Sage,Profiles in Courage
Willard Sage,Rawhide
Willard Sage,The Man from U.N.C.L.E.
Willard Sage,The Outer Limits
Willard Sage,Arrest and Trial
Willard Sage,Channing
Willard Sage,The Great Adventure
Willard Sage,For Love or Money
Willard Sage,Empire
Willard Sage,Lassie
Willard Sage,The Lloyd Bridges Show
Willard Sage,My Three Sons
Willard Sage,That Touch of Mink
Willard Sage,Surfside 6
Willard Sage,Lover Come Back
Willard Sage,King of Diamonds
Willard Sage,Two Faces West
Willard Sage,The Life and Legend of Wyatt Earp
Willard Sage,The Great Impostor
Willard Sage,Perry Mason
Willard Sage,The Millionaire
Willard Sage,The Deputy
Willard Sage,Goodyear Theatre
Willard Sage,The Man from Blackhawk
Willard Sage,Black Saddle
Willard Sage,Peter Gunn
Willard Sage,Yancy Derringer
Willard Sage,Tales of Wells Fargo
Willard Sage,Have Gun - Will Travel
Willard Sage,Zane Grey Theatre
Willard Sage,Timbuktu
Willard Sage,The Silent Service
Willard Sage,Playhouse 90
Willard Sage,Studio One
Willard Sage,Alcoa Theatre
Willard Sage,Maverick
Willard Sage,Colt .45
Willard Sage,Trackdown
Willard Sage,Tales of the Texas Rangers
Willard Sage,Navy Log
Willard Sage,The Sheriff of Cochise
Willard Sage,The Brass Legend
Willard Sage,The Rack
Willard Sage,Somebody Up There Likes Me
Willard Sage,Gaby
Willard Sage,It's a Dog's Life
Willard Sage,The Tender Trap
Willard Sage,Blackboard Jungle
Willard Sage,Big Town
Willard Sage,Medic
Willard Sage,Adventures of the Falcon
Willard Sage,Dragnet
Willard Sage,Stories of the Century
Willard Sage,Niagara
Willard Sage,The Big Story
Willard Sage,The Butler's Night Off
Patrick Horgan,The Curse of the Jade Scorpion
Patrick Horgan,One Life to Live
Patrick Horgan,The Adventures of Pete & Pete
Patrick Horgan,The Cosby Show
Patrick Horgan,George Washington
Patrick Horgan,Casablanca
Patrick Horgan,Zelig
Patrick Horgan,The Edge of Night
Patrick Horgan,The Facts of Life
Patrick Horgan,Guiding Light
Patrick Horgan,Ryan's Hope
Patrick Horgan,The American Parade
Patrick Horgan,The Adams Chronicles
Patrick Horgan,The Doctors
Patrick Horgan,Bewitched
Patrick Horgan,The Interns
Patrick Horgan,The Wild Wild West
Patrick Horgan,It Takes a Thief
Patrick Horgan,The Thomas Crown Affair
Patrick Horgan,Cowboy in Africa
Patrick Horgan,Star Trek: The Original Series
Patrick Horgan,The Guns of Will Sonnett
Patrick Horgan,Cimarron Strip
Patrick Horgan,Green Acres
Patrick Horgan,The High Chaparral
Patrick Horgan,Run for Your Life
Patrick Horgan,Mission: Impossible
Patrick Horgan,The Girl from U.N.C.L.E.
Patrick Horgan,12 O'Clock High
Patrick Horgan,Pistols 'n' Petticoats
Patrick Horgan,Daniel Boone
Patrick Horgan,Simoniz Vista Cleaner Wax James Bond 'Goldfinger' Aston Martin Commercial
Patrick Horgan,The Evil of Frankenstein
Patrick Horgan,"Car 54, Where Are You?"
Patrick Horgan,Music of Williamsburg
Patrick Horgan,Play of the Week
Patrick Horgan,Adventures of the Sea Hawk
Patrick Horgan,Kraft Theatre
Patrick Horgan,Roundabout
Patrick Horgan,Pursuit of the Graf Spee
Patrick Horgan,The Count of Monte Cristo
Patrick Horgan,As the World Turns
Patrick Horgan,Othello
Patrick Horgan,Kathleen
Patrick Horgan,The Gentle Falcon
Patrick Horgan,BBC Sunday-Night Theatre
Patrick Horgan,They Got What They Wanted
Cal Bolder,Cimarron Strip
Cal Bolder,Star Trek: The Original Series
Cal Bolder,The Girl from U.N.C.L.E.
Cal Bolder,Daniel Boone
Cal Bolder,One of Our Spies Is Missing
Cal Bolder,Bonanza
Cal Bolder,Jesse James Meets Frankenstein's Daughter
Cal Bolder,One Spy Too Many
Cal Bolder,The Man from U.N.C.L.E.
Cal Bolder,Honey West
Cal Bolder,The Farmer's Daughter
Cal Bolder,Destry
Cal Bolder,"Captain Newman, M.D."
Cal Bolder,Ensign O'Toole
Cal Bolder,Gunsmoke
Cal Bolder,Follow the Sun
Cal Bolder,Outlaws
Cal Bolder,Adventures in Paradise
Cal Bolder,Heller in Pink Tights
Cal Bolder,The Dennis O'Keefe Show
Venita Wolf,The Beverly Hillbillies
Venita Wolf,The Felony Squad
Venita Wolf,The Wild Wild West
Venita Wolf,The Second Hundred Years
Venita Wolf,The Flying Nun
Venita Wolf,The Monkees
Venita Wolf,Catalina Caper
Venita Wolf,Gunsmoke
Venita Wolf,Star Trek: The Original Series
Venita Wolf,The Oscar
John Copage,Star Trek: Voyager
John Copage,Star Trek: The Next Generation
John Copage,Repossessed
John Copage,Mr. Belvedere
John Copage,Dynasty
John Copage,"Simon, King of the Witches"
John Copage,Julia
John Copage,The Ghost & Mrs. Muir
John Copage,With Six You Get Eggroll
John Copage,Judd for the Defense
John Copage,Mission: Impossible
John Copage,Star Trek: The Original Series
John Copage,The Man from U.N.C.L.E.
John Copage,Bewitched
John Copage,The Killers
John Copage,PT 109
Joseph Bernard,The Granny
Joseph Bernard,Warlock: The Armageddon
Joseph Bernard,Mikey
Joseph Bernard,Ohara
Joseph Bernard,Heat
Joseph Bernard,Fever Pitch
Joseph Bernard,The Man Who Loved Women
Joseph Bernard,Pleasure Palace
Joseph Bernard,The Rockford Files
Joseph Bernard,Carla
Joseph Bernard,The Winds of Kitty Hawk
Joseph Bernard,Kaz
Joseph Bernard,Death at Love House
Joseph Bernard,Jigsaw John
Joseph Bernard,Mobile Two
Joseph Bernard,Police Woman
Joseph Bernard,The Rookies
Joseph Bernard,Hangup
Joseph Bernard,The Laughing Policeman
Joseph Bernard,The ABC Afternoon Playbreak
Joseph Bernard,The Waltons
Joseph Bernard,The Baby
Joseph Bernard,Police Story
Joseph Bernard,Mission: Impossible
Joseph Bernard,Ironside
Joseph Bernard,Stand Up and Be Counted
Joseph Bernard,Gidget Gets Married
Joseph Bernard,Brute Corps
Joseph Bernard,A Tattered Web
Joseph Bernard,The Steagle
Joseph Bernard,The Young Rebels
Joseph Bernard,R.P.M.
Joseph Bernard,Lost Flight
Joseph Bernard,The Flying Nun
Joseph Bernard,Quarantined
Joseph Bernard,The Challenge
Joseph Bernard,Get Smart
Joseph Bernard,Here Come the Brides
Joseph Bernard,Mr. Deeds Goes to Town
Joseph Bernard,The Immortal
Joseph Bernard,Ice Station Zebra
Joseph Bernard,Don't Just Stand There
Joseph Bernard,It Takes a Thief
Joseph Bernard,Run for Your Life
Joseph Bernard,The Big Valley
Joseph Bernard,Star Trek: The Original Series
Joseph Bernard,I Spy
Joseph Bernard,Hawk
Joseph Bernard,For the People
Joseph Bernard,The Defenders
Joseph Bernard,East Side/West Side
Joseph Bernard,Naked City
David Somerville,The Fall Guy
Joseph Bernard,The Untouchables
Joseph Bernard,Judgment at Nuremberg
Joseph Bernard,Alcoa Premiere
Joseph Bernard,Target: The Corruptors!
Joseph Bernard,The Twilight Zone
Joseph Bernard,"Murder, Inc."
Joseph Bernard,Playhouse 90
Joseph Bernard,Decoy
Joseph Bernard,Playwrights '56
Joseph Bernard,The Mail Story
Joseph Bernard,Danger
Joseph Bernard,Armstrong Circle Theatre
Stephen McEveety,The Devil Has a Name
Stephen McEveety,The Dating Project
Stephen McEveety,Man Down
Stephen McEveety,The Man Who Saved the World
Stephen McEveety,The Blood & the Rose
Stephen McEveety,As We Forgive
Stephen McEveety,Snowmen
Stephen McEveety,An American Carol
Anna Karen,Project U.F.O.
Stephen McEveety,The Stoning of Soraya M.
Stephen McEveety,The Star of Bethlehem
Stephen McEveety,Payback: Straight Up
Stephen McEveety,Bella
Stephen McEveety,Paparazzi
Stephen McEveety,The Passion of the Christ
Stephen McEveety,We Were Soldiers: Getting It Right
Stephen McEveety,We Were Soldiers
Anna Karen,"Marcus Welby, M.D."
Anna Karen,The Ski Bum
Anna Karen,Star Trek: The Original Series
Anna Karen,Iron Horse
Anna Karen,Gunsmoke
Anna Karen,Peyton Place
Anna Karen,Hazel
Anna Karen,The Farmer's Daughter
Stephen McEveety,What Women Want
Stephen McEveety,Payback
Stephen McEveety,One Eight Seven
Stephen McEveety,Anna Karenina
Stephen McEveety,Braveheart
Stephen McEveety,Immortal Beloved
Stephen McEveety,Airborne
Stephen McEveety,The Man Without a Face
Anna Karen,Wagon Train
Anna Karen,The Rebel
Anna Karen,One Step Beyond
Anna Karen,Holiday for Lovers
Anna Karen,Jefferson Drum
Anna Karen,The Wrong Man
Anna Karen,Matinee Theatre
Anna Karen,The Price of Fear
Anna Karen,The Doctor
Stephen McEveety,Hot Shots!
Anna Karen,Steve Randall
Anna Karen,Lights Out
Anna Karen,My True Story
Jon Cavett,Star Trek: The Original Series
Christian Patrick,Star Trek: The Original Series
Jason Wingreen,In the Heat of the Night
Jason Wingreen,Seinfeld
Jason Wingreen,Matlock
Jason Wingreen,Freddy's Nightmares
Jason Wingreen,Mama's Family
Jason Wingreen,Arthur 2: On the Rocks
Jason Wingreen,Ohara
Jason Wingreen,Highway to Heaven
Jason Wingreen,Hunter
Jason Wingreen,Square One Television
Jason Wingreen,Mathnet
Jason Wingreen,Hill Street Blues
Jason Wingreen,Starman
Jason Wingreen,A Masterpiece of Murder
Jason Wingreen,International Airport
Jason Wingreen,Malice in Wonderland
Jason Wingreen,"Oh, God! You Devil"
Jason Wingreen,The Red Fury
Jason Wingreen,Scarecrow and Mrs. King
Jason Wingreen,Archie Bunker's Place
Jason Wingreen,Fantasy Island
Jason Wingreen,Airplane!
Jason Wingreen,Star Wars: Episode V - The Empire Strikes Back
Jason Wingreen,The Golden Gate Murders
Jason Wingreen,Vega$
Jason Wingreen,All in the Family
Jason Wingreen,Roots: The Next Generations
Jason Wingreen,Captain America
Jason Wingreen,Charlie's Angels
Jason Wingreen,The Rockford Files
Jason Wingreen,The President's Mistress
Jason Wingreen,Carter Country
Jason Wingreen,Kojak
Jason Wingreen,Lou Grant
Jason Wingreen,Blansky's Beauties
Jason Wingreen,The Man with the Power
Jason Wingreen,McMillan & Wife
Jason Wingreen,Quincy M.E.
Jason Wingreen,Happy Days
Jason Wingreen,Tail Gunner Joe
Jason Wingreen,The Tony Randall Show
Jason Wingreen,The Quest
Jason Wingreen,The Waltons
Jason Wingreen,Moving Violation
Jason Wingreen,Jigsaw John
Jason Wingreen,"Mary Hartman, Mary Hartman"
Jason Wingreen,The Blue Knight
Jason Wingreen,Louis Armstrong - Chicago Style
Jason Wingreen,Barbary Coast
Jason Wingreen,Police Woman
Jason Wingreen,Hustle
Jason Wingreen,The Six Million Dollar Man
Jason Wingreen,Barnaby Jones
Jason Wingreen,Switch
Jason Wingreen,Ellery Queen
Jason Wingreen,Mobile One
Jason Wingreen,Shell Game
Jason Wingreen,Bronk
Jason Wingreen,Lucas Tanner
Jason Wingreen,Winner Take All
Jason Wingreen,Mr. Ricco
Jason Wingreen,The Lives of Benjamin Franklin
Jason Wingreen,"Marcus Welby, M.D."
Jason Wingreen,Ironside
Jason Wingreen,Police Story
Jason Wingreen,The Terminal Man
Jason Wingreen,Death in Space
Jason Wingreen,Honky Tonk
Jason Wingreen,The Wide World of Mystery (TV Series) Suicide Club
Jason Wingreen,The Elevator
Jason Wingreen,Cry Panic
Jason Wingreen,Hawkins
Jason Wingreen,Miracle on 34th Street
Jason Wingreen,The New Perry Mason
Jason Wingreen,Outrage
Jason Wingreen,Shaft
Jason Wingreen,The Rookies
Jason Wingreen,The Blue Knight
Jason Wingreen,"Owen Marshall, Counselor at Law"
Jason Wingreen,The Partridge Family
Jason Wingreen,Kung Fu
Jason Wingreen,Medical Center
Jason Wingreen,Hunter
Jason Wingreen,Bonanza
Jason Wingreen,The Bold Ones: The New Doctors
Jason Wingreen,Mannix
Jason Wingreen,They Only Kill Their Masters
Jason Wingreen,Night Gallery
Jason Wingreen,The Sixth Sense
Jason Wingreen,"Love, American Style"
Jason Wingreen,Banyon
Jason Wingreen,Mod Squad
Jason Wingreen,The Magnificent Seven Ride!
Jason Wingreen,Adam-12
Jason Wingreen,Gunsmoke
Jason Wingreen,The F.B.I.
Jason Wingreen,Cannon
Jason Wingreen,Columbo
Jason Wingreen,Getting Away from It All
Jason Wingreen,Killer by Night
Jason Wingreen,"O'Hara, U.S. Treasury"
Jason Wingreen,Cade's County
Jason Wingreen,Paper Man
Jason Wingreen,The Smith Family
Jason Wingreen,The Todd Killings
Jason Wingreen,The Last Child
Jason Wingreen,Skin Game
Jason Wingreen,Mission: Impossible
Jason Wingreen,The Name of the Game
Jason Wingreen,Dan August
Jason Wingreen,Room 222
Jason Wingreen,Bracken's World
Jason Wingreen,The Bold Ones: The Senator
Jason Wingreen,The Old Man Who Cried Wolf
Jason Wingreen,The Traveling Executioner
Jason Wingreen,San Francisco International Airport
Jason Wingreen,The Cheyenne Social Club
Jason Wingreen,Lancer
Jason Wingreen,CBS Playhouse
Jason Wingreen,Mayberry R.F.D.
Jason Wingreen,The Dunwich Horror
Jason Wingreen,Once You Kiss a Stranger...
Jason Wingreen,Marlowe
Jason Wingreen,To Die in Paris
Jason Wingreen,Star Trek: The Original Series
Jason Wingreen,The Felony Squad
Jason Wingreen,Cowboy in Africa
Jason Wingreen,Judd for the Defense
Paul Fix,Quincy M.E.
Jason Wingreen,The Guns of Will Sonnett
Jason Wingreen,Cimarron Strip
Jason Wingreen,The Man from U.N.C.L.E.
Jason Wingreen,Johnny Belinda
Jason Wingreen,The Invaders
Jason Wingreen,A Guide for the Married Man
Paul Fix,Wanda Nevada
Paul Fix,The Rebels
Paul Fix,Hanging by a Thread
Paul Fix,Battlestar Galactica
Paul Fix,Just Me and You
Jason Wingreen,Insight
Jason Wingreen,The Road West
Jason Wingreen,Please Don't Eat the Daisies
Jason Wingreen,The Girl from U.N.C.L.E.
Jason Wingreen,The Green Hornet
Jason Wingreen,The Fugitive
Paul Fix,The Rockford Files
Paul Fix,Grayeagle
Paul Fix,How the West Was Won
Paul Fix,The City
Jason Wingreen,Captain Nice
Jason Wingreen,Warning Shot
Jason Wingreen,12 O'Clock High
Jason Wingreen,Run for Your Life
Jason Wingreen,Shane
Jason Wingreen,Hawk
Paul Fix,Ellery Queen
Paul Fix,Switch
Paul Fix,Guilty or Innocent: The Sam Sheppard Murder Case
Paul Fix,Barnaby Jones
Jason Wingreen,The Rounders
Jason Wingreen,A Man Called Shenandoah
Jason Wingreen,Blue Light
Jason Wingreen,"The Long, Hot Summer"
Jason Wingreen,Get Smart
Paul Fix,Lincoln
Paul Fix,The Streets of San Francisco
Paul Fix,Emergency!
Paul Fix,The Waltons
Paul Fix,Doc Elliot
Jason Wingreen,The Wild Wild West
Jason Wingreen,The Big Valley
Jason Wingreen,The Red Skelton Hour
Jason Wingreen,The Loner
Jason Wingreen,Honey West
Paul Fix,The New Perry Mason
Paul Fix,The Six Million Dollar Man
Paul Fix,The F.B.I.
Paul Fix,Cahill U.S. Marshal
Kellie Flanagan,The Ghost & Mrs. Muir
Kellie Flanagan,Wild in the Streets
David Hillary Hughes,Star Trek: The Original Series
David Hillary Hughes,Mary Poppins
Jason Wingreen,The Slender Thread
Jason Wingreen,Burke's Law
Jason Wingreen,A Rage to Live
Jason Wingreen,Kraft Suspense Theatre
Jason Wingreen,Voyage to the Bottom of the Sea
Paul Fix,Pat Garrett & Billy the Kid
Paul Fix,The Doris Day Show
Paul Fix,Alias Smith and Jones
Paul Fix,Set This Town on Fire
Kellie Flanagan,The Andy Griffith Show
Kellie Flanagan,Family Affair
Kellie Flanagan,Star Trek: The Original Series
David Hillary Hughes,The Notorious Landlady
David Hillary Hughes,Science Fiction Theatre
David Hillary Hughes,Shield for Murder
David Hillary Hughes,The Quiet Man
David Hillary Hughes,Sister Kenny
Jason Wingreen,The Rogues
Jason Wingreen,Dr. Kildare
Jason Wingreen,Profiles in Courage
Jason Wingreen,Bob Hope Presents the Chrysler Theatre
Paul Fix,Night of the Lepus
Paul Fix,Mannix
Paul Fix,The Bold Ones: The Lawyers
Paul Fix,Longstreet
David Hillary Hughes,Prison Ship
David Hillary Hughes,Confidential Agent
David Hillary Hughes,The Corn Is Green
David Hillary Hughes,Government Girl
David Hillary Hughes,Tobacco Road
David Hillary Hughes,The Long Voyage Home
David Hillary Hughes,The Grapes of Wrath
Jason Wingreen,Slattery's People
Jason Wingreen,The Outer Limits
Jason Wingreen,Breaking Point
Jason Wingreen,The Twilight Zone
Jason Wingreen,The Untouchables
Paul Fix,Something Big
Paul Fix,"Owen Marshall, Counselor at Law"
Paul Fix,Shoot Out
Paul Fix,Men at Law
Jason Wingreen,General Hospital
Jason Wingreen,The Magical World of Disney
Jason Wingreen,The Lloyd Bridges Show
Jason Wingreen,The Law and Mr. Jones
Jason Wingreen,Margie
Paul Fix,The Magical World of Disney
Paul Fix,The Boy from Dead Man's Bayou
Paul Fix,Bonanza
Paul Fix,Ironside
Jason Wingreen,Bus Stop
Jason Wingreen,Follow the Sun
Jason Wingreen,The New Breed
Jason Wingreen,Everything's Ducky
Jason Wingreen,Snow White and the Three Stooges
Paul Fix,The Young Lawyers
Paul Fix,Dirty Dingus Magee
Paul Fix,The Virginian
Paul Fix,Zabriskie Point
Jason Wingreen,Surfside 6
Jason Wingreen,Wanted: Dead or Alive
Jason Wingreen,The Detectives
Jason Wingreen,Bourbon Street Beat
Jason Wingreen,Johnny Staccato
Charles Maxwell,Bonanza
Richard Hale,How the West Was Won
Paul Fix,House on Greenapple Road
Paul Fix,Family Affair
Paul Fix,Secrets of the Pirates' Inn
Paul Fix,Here Come the Brides
Jason Wingreen,The Many Loves of Dobie Gillis
Jason Wingreen,Adventures in Paradise
Jason Wingreen,Playhouse 90
Jason Wingreen,Five Fingers
Jason Wingreen,Zane Grey Theatre
Charles Maxwell,The High Chaparral
Charles Maxwell,The Virginian
Charles Maxwell,The Outcasts
Charles Maxwell,Gunsmoke
Charles Maxwell,Mission: Impossible
Charles Maxwell,Star Trek: The Original Series
Charles Maxwell,Hondo
Richard Hale,Police Woman
Richard Hale,Evil Town
Richard Hale,Family Plot
Richard Hale,Harry O
Richard Hale,Escape to Witch Mountain
Richard Hale,Rafferty and the Gold Dust Twins
Paul Fix,The Name of the Game
Paul Fix,Here's Lucy
Paul Fix,The Undefeated
Paul Fix,Young Billy Young
Paul Fix,Death Valley Days
Jason Wingreen,Man Without a Gun
Jason Wingreen,Alcoa Theatre
Jason Wingreen,Goodyear Theatre
Jason Wingreen,The Thin Man
Jason Wingreen,The Rough Riders
Charles Maxwell,Iron Horse
Charles Maxwell,The Big Valley
Charles Maxwell,The Rat Patrol
Charles Maxwell,Pistols 'n' Petticoats
Charles Maxwell,Tarzan
Charles Maxwell,Combat!
Charles Maxwell,Gilligan's Island
Richard Hale,The Cowboys
Richard Hale,One Little Indian
Richard Hale,Brock's Last Case
Richard Hale,The F.B.I.
Richard Hale,Lassie
Richard Hale,Gunsmoke
Richard Hale,Mannix
Paul Fix,The Outcasts
Paul Fix,Daniel Boone
Paul Fix,Land of the Giants
Paul Fix,The Big Valley
Jason Wingreen,Steve Canyon
Jason Wingreen,The Bravados
Jason Wingreen,The Kaiser Aluminum Hour
Jason Wingreen,The True Story of Jesse James
Jason Wingreen,Three Brave Men
Jason Wingreen,Climax!
Charles Maxwell,Branded
Charles Maxwell,Brainstorm
Charles Maxwell,The Tycoon
Charles Maxwell,Kraft Suspense Theatre
Charles Maxwell,The Twilight Zone
Charles Maxwell,My Favorite Martian
Charles Maxwell,The Rifleman
Charles Maxwell,Laramie
Richard Hale,The Limit
Richard Hale,The Sixth Sense
Richard Hale,Scandalous John
Richard Hale,Here Come the Brides
Richard Hale,Dr. Heidegger's Experiment
Richard Hale,The Other Wise Man
Paul Fix,The Guns of Will Sonnett
Paul Fix,The High Chaparral
Paul Fix,Day of the Evil Gun
Paul Fix,The Andy Griffith Show
Jason Wingreen,Armstrong Circle Theatre
Charles Maxwell,Lawman
Charles Maxwell,Rawhide
Charles Maxwell,Target: The Corruptors!
Charles Maxwell,The Detectives
Charles Maxwell,The Adventures of Superboy
Charles Maxwell,77 Sunset Strip
Charles Maxwell,Bat Masterson
Richard Hale,Night Gallery
Richard Hale,The Guns of Will Sonnett
Richard Hale,Adam-12
Richard Hale,Judd for the Defense
Richard Hale,The Wild Wild West
Richard Hale,Star Trek: The Original Series
Richard Hale,Hondo
Paul Fix,Judd for the Defense
Paul Fix,The Ballad of Josie
Paul Fix,The Wild Wild West
Paul Fix,Gunsmoke
Charles Maxwell,Outlaws
Charles Maxwell,The Rebel
Charles Maxwell,The Brothers Brannagan
Charles Maxwell,Lock Up
Charles Maxwell,Two Faces West
Charles Maxwell,The Blue Angels
Charles Maxwell,Sea Hunt
Richard Hale,Petticoat Junction
Richard Hale,The Invaders
Richard Hale,Iron Horse
Richard Hale,Bonanza
Richard Hale,The Road West
Richard Hale,Bonanza: Ride the Wind
Richard Hale,Daniel Boone
Paul Fix,Welcome to Hard Times
Paul Fix,Winchester 73
Paul Fix,El Dorado
Paul Fix,Voyage to the Bottom of the Sea
Charles Maxwell,Men Into Space
Charles Maxwell,Sugarfoot
Charles Maxwell,The Texan
Charles Maxwell,Zane Grey Theatre
Charles Maxwell,Overland Trail
Charles Maxwell,Tombstone Territory
Charles Maxwell,The Magical World of Disney
Richard Hale,The Girl from U.N.C.L.E.
Richard Hale,Death Valley Days
Richard Hale,Green Acres
Richard Hale,The Big Valley
Richard Hale,The Munsters
Richard Hale,Burke's Law
Richard Hale,Profiles in Courage
Paul Fix,The Time Tunnel
Paul Fix,Star Trek: The Original Series
Paul Fix,An Eye for an Eye
Paul Fix,Nevada Smith
Charles Maxwell,Maverick
Charles Maxwell,Pony Express
Charles Maxwell,Shotgun Slade
Charles Maxwell,Bronco
Charles Maxwell,World of Giants
Charles Maxwell,Tales of Wells Fargo
Charles Maxwell,The Restless Gun
Richard Hale,Perry Mason
Richard Hale,Good Neighbor Sam
Richard Hale,The Alfred Hitchcock Hour
Richard Hale,Rawhide
Richard Hale,Destry
Richard Hale,The Travels of Jaimie McPheeters
Richard Hale,Wagon Train
Paul Fix,A Man Called Shenandoah
Paul Fix,Incident at Phantom Hill
Paul Fix,The Farmer's Daughter
Paul Fix,Ride Beyond Vengeance
Charles Maxwell,Rescue 8
Charles Maxwell,The Rough Riders
Charles Maxwell,Highway Patrol
Charles Maxwell,The Power of the Resurrection
Charles Maxwell,Westinghouse Desilu Playhouse
Charles Maxwell,Mackenzie's Raiders
Charles Maxwell,Yancy Derringer
Richard Hale,The Eleventh Hour
Richard Hale,The Dakotas
Richard Hale,Wide Country
Richard Hale,To Kill a Mockingbird
Richard Hale,Tower of London
Richard Hale,The Law and Mr. Jones
Richard Hale,Thriller
Paul Fix,Run for Your Life
Paul Fix,The Sons of Katie Elder
Paul Fix,Shenandoah
Paul Fix,Lassie
Charles Maxwell,Peter Gunn
Charles Maxwell,Target
